,desc,fasilitas_total,kamar,km,lantai,lb,lokasi,lt,price,sertifikat,tipe
1239,"['Dijual cepat rumah klasik di cluster eksklusif Bukit Gading Villa', 'Sertifikat Hak Milik', 'Luas 435m 3tk ', 'Hadap Utara', '5+2kt ', '5+1km ', 'Model klasik', 'Ada kolam renang', '28M']","['Swimming Pool', 'AC', 'Carport', 'Garasi', 'PAM', 'Water heater', 'Gordyn']",5,5,3,600,Kelapa Gading,435,23.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1240,"['Ls Tanah : 190m2', 'Ls Bangunan: 300m2', 'K Tidur: 3+2', 'K mandi: 3+1', 'Listrik: 16500 watt', 'Ac: 8 unit', 'Kitchen cabinet', 'kolam renang', 'Garasi: 1 mobil', 'Carport: 2 mobil', 'Doc: S H M', None, 'HARGA : 7.7 M (NEGO)']","['AC', 'Fire Extenguisher', 'Garasi', 'Garden', 'Gordyn', 'Swimming Pool', 'Water heater']",5,4,3,300,Cilandak,190,7.700.000.000,SHM - Sertifikat Hak Milik,Rumah
1241,"['Rumah Tinggal + Kosan 13 Kamar  Rumah + Kosan Siap Huni ', 'Luas tanah 13 X 15 ', 'Dekat dengan jalan raya dan tidak banjir', None, 'Harga 4M bisa nego']",['PAM'],>10,4,2,180,Kemayoran,175,4.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1242,,,,,,,,,,,
1243,"['Rumah cantik nan luas yang berada di Kota Jakarta tepatnya Jakarta Utara. Dekat dengan Masjid, Sekolah, RS, angkutan umum, pasar, jalan raya,Puskesmas, Alfamart, Indomaret. Lokasi rumah sangat dekat utk menuju jajanan malam. Pokoknya top markotob.']","['Carport', 'Garden', 'Garasi', 'Telephone', 'PAM']",7,4,2,382,Koja,510,7.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1244,"['Dijual, rumah 2 lantai siap huni simple minimalis, BEBAS BANJIR. Pondok Bambu, Duren Sawit.', None, 'LT : 80 m²', 'LB : +- 110 m²', 'KT : 3 + 1', 'KM : 3 + 1', None, 'Info tambahan : ', '- Hadap Selatan,', '- Air PAM,', '- Listrik 1.300 watt,', '- Include : AC, kitchen set,', '- SHM.', None, '- 150 meter ke Pasar Tradisional,', '- 450 meter atau 5 menit jalan kaki ke Masjid terdekat.', None, 'Harga : Rp. 1,7 M (nego)', None, 'Silakan ditanya-tanya terlebih dahulu, jika nanti cocok boleh survei ke lokasi agar lebih mantap. FENDY siap membantu anda untuk memiliki rumah ini.']","['AC', 'Carport', 'Garden']",4,4,2,110,Duren Sawit,80,1.700.000.000,SHM - Sertifikat Hak Milik,Rumah
1245,"['Telah Hadir Perumahan mewah dan asri terletak di lokasi yang strategis dan dekat Cibubur !', None, 'UNIT READY !', None, 'HARGA SUDAH TERMASUK BIAYA NOTARIS, AJB, dan BALIK NAMA.', None, '- Luas Tanah 73 m2 dan 78 m2', '- Luas Bangunan 70 m2 dan 76 m2', None, 'PROMO', '- Harga mulai dari 800 jutaan sampai 899 juta !', '- DP mulai dari 25 juta atau sesukanya !', '- Free Toren Air dan Jet Pump', '- Surat SHM dan IMB Lengkap', '- Bekerja sama dengan bank terkemuka di Indonesia', None, 'Fasilitas :', '- One Gate System', '- Dekat dengan Sekolah', '- Terletak di daerah yang sangat strategis dan mudah di akses', '- Menggunakan material berkualitas tinggi dan desain konstruksi yang kokoh', '- Dilengkapi dengan keamanan dan CCTV 24 Jam', '- Lokasi dekat dengan Layanan Transportasi Publik, Pusat Pendidikan, Pusat Kesehatan, dan Pusat Perbelanjaan', '- Lokasi jauh dari kebisingan dan sangat asri', None, 'Spek Bangunan:', '- Pondasi : Batu Kali & Beton Bertulang', '- Dinding : Bata Ringan ( TEBAL 10 CM ), finishing di ACI & Plester', '- Lantai : Granite Tile Uk. 60 x 60', '- Sanitair : Kloset Duduk Merk TOTO', '- Kusen : Alumunium Putih Merk ALEXINDO', '- Pintu : Solid Door Kamper ( Utama ), Double Teakwood', '- Atap : Baja Ringan', '- Cat :', 'o Base : Wall Sealer', 'o Exterior : Dulux Exterior', 'o Interior : Dulux Interior', '- Plafond : Gypsum', '- Genteng : Genteng Keramik', '- Listrik : 2200 Watt', '- Air : Jet Pump', None, 'Keunggulan Lokasi', '- BEBAS BANJIR', '- 2.6 km / 8 menit menuju Trans Studio Mall Cibubur', '- 3.0 km / 9 menit menuju Stasiun LRT Cibubur', '- 2.3 km / 7 menit menuju Halte Busway Cibubur', '- 2.3 km / 7 menit menuju Cibubur Junction', '- 2.9 km / 8 menit menuju Gerbang Toll Cibubur arah Jakarta dan Bogor', '- 2.5 km / 7 menit menuju Taman Bunga Wiladatika', '- 3.0 km / 9 menit menuju Buperta Cibubur', '- 3.8 km / 11 menit menuju RS Meilia Hospital Cibubur & RS Permata Cibubur.', None, 'SEGERA HUBUNGI']","['AC', 'Carport', 'Fire Extenguisher', 'Gordyn', 'Garden', 'Garasi']",4,3,2,76,Cempaka Putih,78,850.000.000,SHM - Sertifikat Hak Milik,Rumah
1246,"['CENDANA ICON DAVELOPER LIPPO LAND KARAWACI ', None, 'Setelah sukses  grand lounching cendana icon 6 maret 2021 ', 'Di pasarkan kembali unit stock ', 'Lippo utara dekat pintu tol pinangsia karawaci , di belakang hypermart ', 'Kota tangerang', None, 'Desain Cendana Icon kali ini berbeda dari Cendana sebelum2nya.', 'Lebih tepatnya desain Cendana icon lebih modern dan berseni seperti Waterfront Lippo Cikarang dan pastinya ada balkon, ukuran juga lebih luas.', None, '*Cendana Icon  Rumah 2 lantai*', None, 'Tipe 1 ( 5x12mtr)  ', 'Harga 800 JT include ppn 10%', '2 KT, 2 KM, 2 LT', None, 'Tipe 2 (5,5x15mtr) ', 'Harga 999 JT include ppn 10%', '3 KT, 3 KM, 2 LT', None, 'Tipe 3 (6,5x15mtr) ', 'Harga 1.2 M include ppn 10%', '3 KT, 3 KM, 2 LT', None, '*Ruko 3 Lantai 3 kmr tidur * ', 'Ruko ( 5x22,2mtr) ', None, 'Bonus : ', '- 2 Unit AC', '- Furniture Fabelio senilai 10 JT', None, 'Pembayaran fleksible :', 'Hard cash', 'Cash ', 'Cash bertahap ', 'Kpr DP mulai 0% - 5% ', None, 'Apapun alasan anda silahkan kosultasikan sama saya free dan kami bantu proses KPR sampai APROVE.', None, 'Jangan sampai ga kebagian unit lagi seperti cendana2 sebelumnya ', 'Karena unit sangat terbatas!', None, 'Info lebih jelasnya ', 'Hub : Dwi Rijaya ', 'Top sales lippo cendana 2020']","['AC', 'Carport', 'Garden', 'Gordyn', 'PAM', 'Telephone']",3,3,2,88,Cilandak,98,1.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1247,,,,,,,,,,,
1248,"['Promo 5jt All in', None, 'Unit sedang progress pembangunan ', None, 'Subsidi DP 5%', 'Subsidi Biaya surat2', 'Subsidi Biaya KPR', None, 'Ada 3 type ', None, '36/72 6x12 > 388jt', '40/84 6x14 > 441jt', '50/90 6x15 > 528jt', None, 'Lokasi dekat ke BSD, Bogor, Depok', 'Dekat sarana pendidikan ( SD, SMP, SMA, Universitas )', 'Dekat sarana ibadah ', 'Selangkah Alfamart Dan Indomart', None, None, 'Fasilitas Swimming pool, Sport Club, Jogging Track, Arena bermain anak', 'Gate dijalan utama dilalui angkutan umum', None, 'Mau tanya-tanya dulu boleh', 'Dengan Kartika', None, 'Terimakasih']","['Carport', 'Garden', 'Swimming Pool']",2,1,1,50,Kebon Jeruk,90,528.000.000,SHM - Sertifikat Hak Milik,Rumah
1249,"['Siapa Cepat dia Dapat,', '.', 'BU Dijual Cepat Rumah 2 Lantai Griya Lebakwangi Sepatan Timur', '.', 'Dekat Jakarta barat', '5 Menit Ke Duta Asri cadas', '5 menit ke minimarket', '5 Menit ke Pesantren darul Muttaqien', '15 menit ke BANDARA SOETTA', '.', 'Luas tanah 67 meter', '(Hook 7 meter)', 'Luas bangunan 107 meter', '3 kamar tidur ', '2 kamar mandi', 'WC jongkok', 'Dapur sudah jadi', 'Listrik 1300 W', 'Aetra air PAM', 'Dapat toren air', 'Carport', 'BEBAS BANJIR', '.', 'minat Survey Langsung Lanjut Wa yaa,', 'Biar Survey Mudah komunikasinya', '.', 'Hubungi', 'Candra', 'WA.']","['Carport', 'Garden', 'PAM']",3,2,2615,107,Cengkareng,67,370.000.000,SHM - Sertifikat Hak Milik,Rumah
1250,"['lokasi bebas banjir..dekat sekolah tiara kasih', 'keamanan 24 jam.10 menit ketoll']","['AC', 'Garden', 'Gordyn', 'Oven', 'PAM']",5,4,2,350,Cengkareng,227,4.200.000.000,SHM - Sertifikat Hak Milik,Rumah
1251,"['Taman Buaran 1, Buaran, Duren Sawit, Jakarta Timur, Jakarta DKI', 'Rumah Cantik dijual di Taman Buaran 1, Duren Sawit, Jakarta Timur, Jakarta DKI', None, 'Spesifikasi :', 'Luas Tanah :  220 m2', 'Luas Bangunan : 280 m2', 'Lantai : 2', 'Kamar Tidur : 7', 'Kamar Mandi : 6', '2lt', 'Garasi : 2 mobil', 'Listrik :  4400 kva', 'PAM', 'SHM', None, 'Lokasi Strategis :', 'Akses Jalan Banyak', 'Dekat Kantor Walikota Timur', 'Dekat Pusat Perbankan', 'Dekat Pusat Perbelanjaan', 'Dekat Pusat Kuliner', 'Dekat Fasilitas Ibadah', 'Dekat Sekolah', 'Dekat Rumah Sakit', 'Dekat ke tol', None, 'Harga : 4,5 M nego', None, 'Serius buyer, info detail silahkan hubungi :', 'ROBERT YB', 'ERA SKY SUMMARECON BEKASI ( Ln 13420 )']","['Carport', 'Garasi', 'Garden']",7,6,2,280,Duren Sawit,220,4.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1252,"['Rumah di citayam pabuaran', None, 'Masuk mobil', None, 'Surat shm', None, 'Pemilik langsung', None, 'Tanpa perantara', None, 'Saat ini rumah sedang di kontrakan', None, 'Listrik 1300 token', None, 'Air jet pam ke dalaman 30 meter lebih', None, 'Jual atau tukar tambah rumah di jakarta', None, 'Asal nambahnya ga banyak ', None, 'Saya yg nambah', None, 'Luas lebih kecil ga masalah']",,2,1,1,40,Tebet,45,169.999.999,SHM - Sertifikat Hak Milik,Rumah
1253,['Lokasi hook depan taman dan fasilitas umum'],,5,5,2,400,Pulo Gadung,280,10.800.000.000,SHM - Sertifikat Hak Milik,Rumah
1254,"['Bismillaahirrohmaanirrohiiim', None, 'Jual cepat rumah hoek 2 lantai di Duri Kosambi, Jakarta Barat beserta isinya', None, '• Sertifikat Hak Milik', '• Surat-surat Lengkap', '• Luas Tanah 288 m2', '• Luas Bangunan 245 m2', None, '- Ada Gudang', '- Kamar Tidur 4 + 1', '- Kamar Mandi 3 + 1', '- Garasi 2 (muat untuk tiga mobil)', '- Ada tempat khusus Nyuci dan Jemur', None, '• Air Tanah', '• Rumah Hadap Timur', '• Listrik 2300 dan 1300 watt', '• Akses ke jalan raya hanya 200 meter', '• Deket banget dengan Pom Bensin', '• Ke Bandara Soekarno Hatta cuma 15 menit (kalo nggak macet)', '• Dekat dengan Green Lake City dan Mall Puri Indah', '• Akses Tol dalam kota, JORR dan Jakarta-Merak', None, 'Thanks OLX']","['AC', 'Carport', 'Garasi', 'Gordyn']",4,4,2,245,Cengkareng,288,3.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1255,"['Rumah super mewah hook siap huni full furnish di Taman Surya 5 Jakarta', None, 'Dijual Rumah Super Mewah Hook Siap Huni Full Furnished di Taman Surya 5, Jakarta Barat', None, 'Luas Tanah : 450 m2 (18 x 25)', 'Luas Bangunan : ± 500 m2', 'Lantai : 3 lantai', 'Kamar Tidur : 5 KT', 'Kamar Mandi : 5 KM', 'Kamar Tidur Pembantu : 1 KT', 'Kamar Mandi Pembantu : 1 KM', 'Ruang Kerja : 1 ruang', 'Dapur : 2 ruang', 'Gudang : 3 ruang ', 'Garasi : 1 garasi', 'Carport : 1 carport', 'Listrik : 7.700 watt', 'Air : WTP dan PAM', 'Sertifikat : SHM', None, 'Kondisi FULLY FURNISHED', 'Kondisi Bagus', 'Kondisi Terawat', 'Siap Huni', 'Bebas Banjir', None, '- Lokasi Dekat ke Lotte Mart, Citra Garden 6, Pantai Indah Kapuk, Puri Indah. PIK Avenue, Taman Palem.', None, '- Fasilitas hunian yang lengkap seperti food area, pertokoan, perkantoran, sekolah swasta dan tempat ibadah', None, '- Lokasi perumahan terdepan dan lokasi bagus', None, '- Sistem keamanan 24 jam', None, 'Harga 10M Nego sampai Deal']","['Carport', 'AC', 'Garden', 'Garasi', 'PAM', 'Gordyn', 'Stove', 'Refrigerator']",6,6,3,500,Kalideres,450,10.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1256,,,,,,,,,,,
1257,"['Kode Listingan : RJ3090AT20\t', '( Mohon Sebutkan Kode Listing atau Capture iklannya)\t', ' ', 'Luas Tanah                          \t: 210 m² ', 'Luas Bangunan                  \t: 300 m² ( 2.5 lantai )', 'Luas Bangunan                  \t: 4+1', 'Kamar Mandi                      \t: 4+1', 'Sertifikat\t: SHM', 'Hadap\t:', ' ', 'Jarang ada yang jual dan lokasi langka\t', 'Akses tanah dekat dengan Pintu Masuk dan Keluar tol\t', 'Sertifikat dan surat lain nya lengkap\t', ' ', 'Andre Tjhia,  Andre Tjhia,  Andre Tjhia \t', '* Siap membantu Anda *\t', ' ', 'Hub. ANDRE TJHIA (nego pemilik)']",,5,5,2,300,Kebon Jeruk,210,3.900.000.000,SHM - Sertifikat Hak Milik,Rumah
1258,"['Spesifikasi :', '- Ukuran : 3.2 x 7.21', '- Garasi', '- 1 K.Tidur ', '- 1 K.Mandi', '- R.Keluarga', '- Listrik 2200 watt', '- PAM', '- Gudang', None, 'Lokasi strategis :', '- 5 menit ke Stasiun Kemayoran', '- 5 menit ke Pintu Tol Ancol', '- 5 menit ke ITC Mangga Dua', '- 5 menit ke Pelabuhan Tanjung Priuk', '- Dekat pusat bisnis, kantor pemerintahan, busway, RS', '  Tempat wisata (Ancol, Kota Tua, Monas, Stasiun', '  Gambir) ', None, 'Segera miliki sebelum kehabisan !']",,1,1,2,50,Sawah Besar,23,850.000.000,SHM - Sertifikat Hak Milik,Rumah
1259,"['Dijual butuh Cepat Rumah + isi forniture ', None, 'Luas Tanah 100 meter', 'Luas bangunan 90 meter', 'Kamar 2', 'Kamar mandi 1', 'Dapur R tamu', 'Air Jettpump', 'Toren Air', 'Jalan Masuk Mobil', 'Carpot / Garasi', 'Bonus AC 1 pk 1', 'Bonus furnicure, Seharga 130 juta', 'Surat SHM, jual cash aja, butuh Cepat', 'Harga 650 juta ', None, 'Lokasi ', None, ' kampung pinang, samping perumahan Fortune graha Regenci/dekat pasar bengkok Ciledug tangerang']","['Garasi', 'Garden', 'Gordyn']",2,1,1,90,Kebon Jeruk,100,650.000.000,SHM - Sertifikat Hak Milik,Rumah
1260,"['rumah mewah njop Jakarta Selatan(Kebayoran baru, diskon 40%).', 'Jl. Martimbang 4.', 'Luas tanah 920 m2.', 'Luas bangunan 750 m2.', 'Dijual 26M.']",,1,1,,750,Kebayoran Baru,920,26.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1261,"['Dijual rumah rapi siap huni di Danau Asri , kondisi sangat ok dan nyaman , lokasi depan taman , ceiling rumah tinggi 4Mtr , harga bisa nego tipis dan bisa dibantu KPR sampai goal', None, '- Ukuran Lt. 6x18m2', '- 2.5 Lantai', '- Kamar Tidur 3+1', '- Kamar Mandi 2+1', '- Hadap Selatan', '- Sertifikat Hak Milik']",,4,3,2,108,Tanjung Priok,108,3.400.000.000,SHM - Sertifikat Hak Milik,Rumah
1262,"['Rumah 2 lantai siap Huni.terletak detengah kota jakarta.lokasi jln H Berit,kavling DKI', 'Bangun pasti puas.', 'Deket dengan tol 3 titik', 'Pintu tol karang tengah', 'Pintu tol kebon jeruk', 'Pintu tol kembangan', 'Deket dengan sekolahan', 'Deket dengan rumah sakit', 'Deket dengan pusat pembelanjaan', 'Deket dengan pasar tradisional', 'Jual karena pindah ke lebih besar.', 'Serius survey kerumah langsung', 'Harga bisa nego tipis harga 2 M masih kembali dapet 1 mobil avanza second']","['AC', 'Carport', 'Microwave', 'Gordyn', 'Garden', 'Garasi', 'Water heater', 'Refrigerator']",4,3,2,280,Kembangan,140,1.900.000.000,SHM - Sertifikat Hak Milik,Rumah
1263,"['yuk..segera disurvei cluster siap huni', None, 'wow cukup bayar 5jt anda sudah memiliki hunian strategis dengan disain minimalis', None, 'spesifikasi;', 'pondasi : batukali double slup', 'dinding  : hebel', 'kusen     : kayu meranti oven', 'pintu      : panel all', 'lantai     : keramik', 'atap       : bajaringan', 'genteng : keramik', 'plapon   : gypsum ranka hollo', 'sanitasi : dinding keramik+ shower', 'air          : pantek bos -+25m', 'listrik    : 1.300watt', None, 'selling point;', 'dekatnya lokasi dengan pintu tol desari', '10 menit ke stasiun citayam', '-rsud permata', '-rs.citama', '-pasar swalayan', '-pom bensin', '-taman wisata pasir putih', None, None, 'info detail WA/tlp']",['Carport'],2,1,1,40,Jatinegara,61,390.000.000,SHM - Sertifikat Hak Milik,Rumah
1264,"['Di Jual Cepat Rumah Harga Miring di Jelambar Jakarta Barat ', None, '*LT : 359m2 (+/- 14x25)', '*LB : 600m2', '*2 Lantai', '*KT : 3 ', '*KM : 3, 2 dalam 1 luar', '*Listrik : 3500watt', '*Pam', '*SHM', None, 'Nilai investasi : 7M nego', None, 'Hubungi kami:', 'Ubeproperty']","['Carport', 'Garasi', 'PAM']",3,3,2,600,Grogol Petamburan,359,7.000.000.000,SHM - Sertifikat Hak Milik,Rumah
1265,"['Lokasi strategis, langsung akses tol, konsep. Sky vila']",['Carport'],5,4,3,158,Kembangan,88,3.200.000.000,HGB - Hak Guna Bangun,Rumah
1266,"['LOKASI BAGUS NYAMAN, 1 1/4 LANTAI', None, 'LT : 121', 'LB : 100', 'KT/KM : 3/2', 'UTARA', None, None, '#Pembeli bebas komisi', '#Pasti lebih aman', '#Konsultasi property gratis', '#bisa dibantu KPR bank (semua bank besar bisa kami bantu)', '#Melalui kami bisa dapatkan harga terbaik untuk pembeli', '#Kami bantu sampai serah terima kunci rumah', '#Pelayanan kami yang terbaik, buktikan sendiri']",,3,2,1,100,Grogol Petamburan,121,1.600.000.000,SHM - Sertifikat Hak Milik,Rumah
1267,,,,,,,,,,,
1268,"['Rumah di Sawangan', 'Halaman Utama  Jawa Barat  Depok  Sawangan  Rumah 500 jtaan ( bisa KPR )', '84 sqm Luas Tanah Rumah Dijual', '45  Luas Bangunan Rumah Dijual in Depok', 'Rumah Dijual with 1 Parking Space', 'Rumah buy di Sawangan', 'Rumah buy di Depok', '2 Kamar tidur', '1 kamar mandi', 'Bangunan ', '45 m²', 'Bangunan', 'Lahan ', '84 m²', 'Lahan', 'Rumah 500 jtaan | bisa KPR | ', 'Jl. Mangga No.49, RT.6/RW.2, Kel, Pasir Putih, Kec. Sawangan, Kota Depok, Jawa Barat 16519 , Sawangan, Depok', 'Hubungi', 'Kirim Pesan', 'WhatsApp', 'Overview', 'Fasilitas', 'Lokasi', 'RINCIAN', 'Dibangun (Tahun)', '2020', 'Lahan Parkir', '1', 'Kamar tidur', '2', 'Kamar mandi', '1', 'Bangunan (m²)', '45', 'Lahan (m²)', '84', 'Jumlah Lantai', '1', None, 'Tersedia sejak', '01/03/20', 'DESKRIPSI', None, None, None, 'LOUNCHING Proyek perumahan THE MANZIL DEPOK dikembangkan oleh TALOF properties x Provasa.', None, None, None, 'Dibangun di atas tanah seluas -+ 4.000 meter, dengan konsep perumahan 1 lantai total 30 unit, ', None, None, None, 'Dengan type luas tanah berpariasi mulai dari LT.84m (6m x 14m) sampai LT.102m dengan LB.45m dan KT.2 KM.1 carpot, ruang tamu, dapur, taman depan dan taman belakang yang masih bisa dijadikan kamar tidur dan sebagainya.', None, None, None, 'PROMO :', None, '- Free BPHTB', None, '- Free KPR', None, '- free IMB, BIAYA AJB & BALIK NAMA', None, '- free 2 AC', None, 'Dengan spesifikasi bangunan :', None, '- Pondasi : Batu kali ', None, '- Dinding : herbel, plester & aci', None, '- Lantai : homogenous tile', None, '- Kusen : alumunium', None, '- Daun pintu : engineering door', None, '- Plafon : gypsum baja ringan', None, '- Sanitary : closed duduk', None, '- Atap : rangka baja ringan & genteng beton', None, '- Listrik 2200watt', None, None, None, 'Fasiltas cluter :', None, '- Security 24 jam', None, '- Fasom (Taman)', None, '- CC TV', None, None, None, 'Fasilitas belajar / sekolah :', None, '- SDN cipayung 2 (jarak 3,4km)', None, '- SDN Pasir putih 01 (jarak 500meter)', None, '- SMP Islam hidayatul ihsan (jarak 850meter)', None, '- SMP & SD bina mulia depok (jarak 1,1km)', None, '- SMAN 5 depok (jarak 3,9km)', None, '- SMAN 12 depok (jarak 3,2km)', None, '- SMK al-muhtadin (jarak 4,1km)', None, '- UI universitas Indonesia (jarak 15km)', None, '- UNIVERSITAS GUNADARMA (jarak 11km)', None, None, None, 'Fasilitas umum dan bisnis :', None, '- Puskesmas pasir putih (jarak 950meter)', None, '- Alfamart pasir putih (jarak 600meter)', None, '- Indomart pasir putih (jarak 2,5km)', None, '- Ramayana depok (jarak 10km)', None, '- ITC depok (jarak 9km)', None, '- Giant depok (jarak 13km)', None, '- TRANSMART (jarak 6,8km) ', None, '- DEPOK TOWN SQUARE (Jarak 13km)', None, '- D MALL DEPOK (jarak 11km)', None, '- WATER PARK putri duyung (jarak 3km)', None, None, None, 'Fasilitas transportasi dan jalan :', None, '- TOL DESARI 2 depok-antasari (jarak 4,5km)', None, '- KA Stasiun kereta api citayam (jarak 4,8km)', None, None, None, 'Segera kunjungi kantor pemasaran kami dan dapatkan promo menarik lain nya']","['AC', 'Garasi', 'Garden', 'PAM', 'Water heater']",2,1,1,45,Cilandak,84,574.000.000,SHM - Sertifikat Hak Milik,Rumah
1269,"['Rumah Asri terawat', 'Banyak space outdoor sehingga banyak cahaya yang masuk.', '6 KT', '4 KM', 'Listrik  3500w', 'Letak di pinggir jalan ', 'Row 2.5 mobil', None, 'Harga masih nego', 'Note :Hanya utk peminat yang serius']","['AC', 'Carport', 'Garasi', 'Garden']",6,4,2,556,Pulo Gadung,400,11.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1270,"['Rumah Mewah 2 lantai di Kemang Jakarta Selatan', 'Lokasi sangat strategis  dan didalam Cluster.', None, 'LT. 404', 'LB. 494', 'KT. 4+2', 'KM. 4+1', 'Private Pool', 'Hadap Selatan', None, 'Legalitas jelas dan aman : SHM, IMB dan PBB']","['AC', 'Carport', 'Garasi', 'Garden', 'PAM', 'Swimming Pool']",4,4,2,494,Mampang Prapatan,404,13.250.000.000,SHM - Sertifikat Hak Milik,Rumah
1271,"['Rumah/Bengkel di pinggir Jalan Raya, 2 jalur, lokasi hoek sangat strategis  buat buka usaha, Bengkel, Indomaret, Alfa dll,', 'Untuk parkiran luas harga masih bisa NEGO.']",['Garasi'],4,2,1,280,Tanjung Priok,280,4.750.000.000,HGB - Hak Guna Bangun,Rumah
1272,"['dekat ke jalan raya', 'akses jalan 2 mobil', 'dijual cash only', 'bonus perabotan']",,3,2,2,109,Cipayung,104,1.100.000.000,SHM - Sertifikat Hak Milik,Rumah
1273,"['Jual rumah di Rawamangun', 'uk. 577m, 1 lantai', '3+2 kmr tidur, 1+1 kmr mandi', 'Sertifikat Hak Milik, jalan lebar', 'Harga 11,5 M', 'No sms, tolong telp saja kalau serius ya, thanks']",,5,2,1,220,Pulo Gadung,577,11.500.000.000,SHM - Sertifikat Hak Milik,Rumah
1274,"['JASA JUAL BELI SEWA PROPERTY', None, 'TANAH "" RUMAH "" RUKO', 'KIOS "" APARTEMEN "" PABRIK "" HOTEL', 'MUDAH PLEKSIBEL', 'TDK MENGIKAT', 'TANPA MARK""UP  HARGA ', ' ', '• BANTU KPR SAMPAI ACC BANK', '• BANTU JASA NOTARIS', None, 'GRATIS PASANG IKLAN ', 'REGULER & PREMIUM', None, None, 'Di jual rumah masih layak huni Lokasi cipete jak-sell', None, 'KETERANGAN  ', '• LOKASI RUMAH DEKAT KAWASAN CIPETE FATMAWATI ', '• AKSES DEKAT MENUJU KEMANG RAYA', None, '- Dekat kawasan bisnis & perkantoran', '-  Dekat menuju Akses Rute Lengkap MRT Jakarta, Lebak Bulus-HI ( hotel Indonesia ) ', 'Akses Lebak Bulus, Fatmawati, Cipete Raya Blok A, Blok M,', None, '• Akses jalan depan rumah jalan dua mobil satu arah. ', '• Bebas dari banjir', '• Lingkungan aman nyaman asri Dan bersih. ', '• Lebar ±15m', 'Panjang ±10m (sisi kanan) ', 'Panjang ±8m (sisi kiri)', '- Luas tanah: 162 mtr²', '- Luas bangunan:130m²', '- Bangunan 1 stengah Lantai', '- sHm', '- 3 kmr tidur', '-  3 kmr mandi', '- Listrik 2200 kwh', '- Air pompa sumur', None, 'Minat bisa tanyakan lebih Lanjut', 'Apabila serius harga bisa dibicarakan']","['AC', 'Carport', 'PAM', 'Telephone']",3,3,1,130,Cilandak,162,2.800.000.000,SHM - Sertifikat Hak Milik,Rumah
1275,"['RUMAH TERBARU GOLDEN CITY BEKASI', None, 'Sebuah Hunian Cluster Yang  Bergaya Modern dan Memiliki Konsep Private, Selaras Dengan Gaya Hidup Dinamis Para Penghuninya...', None, ""Tersedia Berbagai Tempat Fasilitas Umum, Dan Kuliner Ternama Ditempat Kami Sepert KFC, Dunkin Donuts, Pizza Hut, Quinos, D'cost. Dekat Dengan Sekolah Dan Kampus Ternama BPK Penabur, Al-Azhar, Binus Dll, Dekat Tempat Perbelanjaan, Superindo, Sumarecon Mall, Dekat Dengan Rumah Sakit Awal Bros, Dekat Juga Dengan Akses Transportasi Stasiun Bekasi, Toll Bekasi Barat Dan Lain2."", None, 'Clusternya Juga Dilengkapi Dengan Fasilitas Sangat Lengkap Seperti :', 'Swimming Pool', 'Indoor Gym', 'Jogging Track', 'Security CCTV 24Jam', 'Underground Utility', None, 'Harga Mulai Dari 635 Jutaan..', 'Cara Bayar :', 'Cash Keras', 'Cash Bertahap 5 Tahun (Tanpa DP & BI Checking)*', 'KPR Bank Bayar 20jt Langsung Akad (Proses Dibantu)*', None, 'Masih Ada Promo Tambahan Lagi :', 'Bonus AC', 'Free BPHTB', 'Subsidi Biaya KPR', 'Free IPL ', 'Discount', None, 'Info Lebih Jelas Hubungi : ', 'Lukas Pribadi', 'Marketing Developer Golden City']","['AC', 'Carport', 'PAM', 'Telephone']",4,3,2,120,Kelapa Gading,120,635.800.000,SHM - Sertifikat Hak Milik,Rumah
